txn_id	post_date	packet_number	source_transaction	description_vendor	amount	account	fund	sub_fund	acct_code	acct_name	section	acct_type	category	consolidated_name
6511	03/10/2025	CLPKT00527	R00003026	MO DEPT OF TRANSPORTATION BRO-089001 MYERS RD BRIDGE 0170012 INV 3 MO DEPT OF TRANSPORTATION	-12132.04	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6512	04/23/2025	CLPKT00540	R00003080	MO DEPT OF TRANSPORTATION BRO-089 (28) INV 11 CHRISTIAN RD MO DEPT OF TRANSPORTATION	-374.79	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6513	04/30/2025	CLPKT00545	R00003092	MO DEPT OF TRANSPORTATION BRO-089 (32) PROGRESS INV 17 CR235/LANDING RD MO DEPT OF TRANSPORTATION	-90334.86	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6514	06/25/2025	CLPKT00568	R00003171	MO DEPT OF TRANSPORTATION BRO-089001 MYERS RD BRIDGE 0170012 INV 4 MO DEPT OF TRANSPORTATION	-17630.85	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6515	06/30/2025	CLPKT00571	R00003179	MO DEPT OF TRANSPORTATION BRO-089 (32) INV 18 CR235/LANDING RD MO DEPT OF TRANSPORTATION	-203257.32	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6516	07/23/2025	CLPKT00578	R00003214	MO DEPT OF TRANSPORTATION BRO-089001 MYERS RD BRIDGE 0170012 INV 5 MO DEPT OF TRANSPORTATION	-14148.82	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6517	08/18/2025	CLPKT00588	R00003259	MO DEPT OF TRANSPORTATION BRO-089(28) INV 12 CHRISTIAN ROAD MO DEPT OF TRANSPORTATION	-4626.65	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6518	09/09/2025	CLPKT00597	R00003294	MO DEPT OF TRANSPORTATION BRO-089(28) PROGRESS INV 13 CHRISTIAN RD MO DEPT OF TRANSPORTATION	-79995.2	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6519	09/30/2025	CLPKT00605	R00003309	MO DEPT OF TRANSPORTATION BRO-089(32) PROGRESS INV 19 CR235/LANDING RD MO DEPT OF TRANSPORTATION	-31880.42	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6520	10/23/2025	CLPKT00611	R00003344	MO DEPT OF TRANSPORTATION BRO-089(28) PROGRESS INV 14 CHRISTIAN RD MO DEPT OF TRANSPORTATION	-320125.6	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6521	10/23/2025	CLPKT00611	R00003345	MO DEPT OF TRANSPORTATION BRO-089(28) PROGRESS INV 15 CHRISTIAN RD MO DEPT OF TRANSPORTATION	-12000.18	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6522	10/31/2025	CLPKT00616	R00003360	MO DEPT OF TRANSPORTATION MYERS RD BRIDGE 0170012 INV 6 MO DEPT OF TRANSPORTATION	-2987.44	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6523	12/08/2025	CLPKT00626	R00003409	MO DEPT OF TRANSPORTATION BRO-089 (28) INV 16 CHRISTIAN RD MO DEPT OF TRANSPORTATION	-67463.2	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6524	12/08/2025	CLPKT00626	R00003410	MO DEPT OF TRANSPORTATION BRO-089 (32) INV 20 CR235/LANDING RD MO DEPT OF TRANSPORTATION	-8443.13	03-71-43203	03	71	43203	STATE BRIDGES REIMBURSEMENT	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	STATE BRIDGES REIMBURSEMENT
6525	02/10/2025	CLPKT00516	R00002981	MO DEPT OF REVENUE OCTOBER 2024 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1020731	-836.34	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6526	04/11/2025	CLPKT00536	R00003057	MO DEPT OF REVENUE NOVEMBER 2024 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1053563	-360.74	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6527	04/28/2025	CLPKT00543	R00003084	MO DEPT OF REVENUE JANUARY 2025 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1080683	-600.75	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6528	04/28/2025	CLPKT00543	R00003090	MO DEPT OF REVENUE DECEMBER 2024 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1073188	-217.35	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6529	06/17/2025	CLPKT00563	R00003158	MO DEPT OF REVENUE FEB 2025 DIESEL FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1112961	-272.43	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6530	06/17/2025	CLPKT00563	R00003159	MO DEPT OF REVENUE MAR 2025 DIESEL FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1112960	-729.27	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6531	06/27/2025	CLPKT00570	R00003177	MO DEPT OF REVENUE APRIL 2025 DIESEL FUEL REFUND MO DEPT OF REVENUE A1122702	-532.44	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6532	09/22/2025	CLPKT00601	R00003301	MO DEPT OF REVENUE MAY 2025 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1184050	-808.65	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6533	10/31/2025	CLPKT00615	R00003355	MO DEPT OF REVENUE JUNE 2025 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1206276	-802.82	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6534	12/08/2025	CLPKT00627	R00003425	MO DEPT OF REVENUE JULY 2025 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1235531	-864.94	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6535	12/08/2025	CLPKT00627	R00003426	MO DEPT OF REVENUE AUGUST 2025 FUEL REFUND TREASURER OF THE STATE OF MISSOURI A1235530	-735.73	03-71-43408	03	71	43408	DIESEL FUEL TAX REFUND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	DIESEL FUEL TAX REFUND
6536	06/20/2025	CLPKT00565	R00003165	MO DEPT OF CONSERVATION 2025 C.A.R.T. ROCK REIMBURSEMENT MO DEPT OF CONSERVATION	-17010.0	03-71-43416	03	71	43416	MO DEPT CONSERVATION CART ROCK	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Road & Bridge	MO DEPT CONSERVATION CART ROCK
6537	03/11/2025	CLPKT00528	R00003032	RAY COUNTY COLLECTOR 2024 COLLECTOR INTEREST RAY COUNTY COLLECTOR 6419,6420,6421,6422,6423,6433,6434	-1600.07	03-71-45010	03	71	45010	INTEREST EARNED COLLECTOR	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED COLLECTOR
6538	01/07/2025	GLPKT05401	JN00636	INTEREST EARNED	-7.98	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6539	01/31/2025	GLPKT05483	JN00654	INTEREST EARNED	-13096.42	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6540	02/28/2025	GLPKT05563	JN00675	INTEREST EARNED	-6825.91	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6541	03/31/2025	GLPKT05663	JN00704	INTEREST EARNED	-7847.34	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6542	04/30/2025	GLPKT05747	JN00705	INTEREST EARNED	-7488.19	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6543	05/31/2025	GLPKT05842	JN00738	INTEREST EARNED	-7786.48	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6544	06/30/2025	GLPKT05957	JN00827	INTEREST EARNED	-7484.55	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6545	07/31/2025	GLPKT06060	JN00829	INTEREST EARNED	-8033.77	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6546	08/31/2025	GLPKT06140	JN00856	INTEREST EARNED	-7688.92	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6547	09/30/2025	GLPKT06228	JN00857	INTEREST EARNED	-6941.91	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6548	10/31/2025	GLPKT06340	JN00893	INTEREST EARNED	-7209.55	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6549	11/30/2025	GLPKT06434	JN00899	INTEREST EARNED	-6306.97	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6550	12/31/2025	GLPKT06543	JN00915	INTEREST EARNED	-6609.23	03-71-45015	03	71	45015	INTEREST EARNED-TREASURER	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	INTEREST EARNED-TREASURER
6551	12/23/2025	CLPKT00632	R00003441	MO DEPT OF REVENUE JULY - DEC 2022 SPECIAL COUNTY SALES TAX INTEREST MO DEPT OF REVENUE	-127.77	03-71-45090	03	71	45090	SALES TAX INTEREST	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	SALES TAX INTEREST
6552	05/13/2025	CLPKT00549	R00003116	FP FINANCE PROGRAM REFUND OF OVERPAYMENT-INV 39018904 ACCOUNT SERVICES PROCESSING CENTER 0882256	-26.25	03-71-47000	03	71	47000	MISC REFUNDS & REIMBURSEMENTS	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	MISC REFUNDS & REIMBURSEMENTS
6553	06/06/2025	CLPKT00559	R00003147	A & J AUTO SALVAGE SURPLUS SALES-SCRAP A & J AUTO SALVAGE 147381	-11103.6	03-71-47200	03	71	47200	SURPLUS SALES	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Infrastructure & Equipment	SURPLUS SALES
6554	12/31/2025	CLPKT00634	R00003450	WRISINGER ONLINE AUCTIONS DEC 2025 WRISINGER SETTLEMENT 151852-001-26 WRISINGER ONLINE AUCTIONS 1474	-103113.81	03-71-47200	03	71	47200	SURPLUS SALES	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	SURPLUS SALES
6555	01/10/2025	CLPKT00506	R00002941	MO DEPT OF REVENUE 2024 FINANCIAL INSTITUTION TAX INTEREST MO DEPT OF REVENUE	-7.56	03-71-47300	03	71	47300	FINANCIAL INST TAX INTEREST	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Other / Uncategorized	FINANCIAL INST TAX INTEREST
6556	12/08/2025	CLPKT00627	R00003416	FARMERS ELECTRIC COOPERATIVE REMNDR 2022 PT 2003 & 2004-2023 CAP CR-HWY BLDG FARMERS ELECTRIC COOPERATIVE 386008	-268.65	03-71-47315	03	71	47315	PATRONAGE DIVIDEND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	PATRONAGE DIVIDEND
6557	12/08/2025	CLPKT00627	R00003417	FARMERS ELECTRIC COOPERATIVE REMNDR 2002 PT 2003 & 2004-2023 CAP CR-MRTN/RCKNHM FARMERS ELECTRIC COOPERATIVE 385179	-37.54	03-71-47315	03	71	47315	PATRONAGE DIVIDEND	03 - SPECIAL ROAD AND BRIDGE FUND	Revenue	Fuel & Utilities	PATRONAGE DIVIDEND
6558	01/10/2025	PYPKT01855	PYPKT01855	PYPKT01855 - 01/10/2025 PAYROLL - Pay 1/10/2025 - 01/10/2025 PAYROLL: 12/21/2024-1/3/2025	11579.97	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6559	01/24/2025	PYPKT01870	PYPKT01870	PYPKT01870 - 01/24/2025 PAYROLL - Pay 1/24/2025 - 01/24/2025 PAYROLL: 1/4/2025-1/17/2025	14618.1	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6560	02/07/2025	PYPKT01887	PYPKT01887	PYPKT01887 - 02/07/2025 PAYROLL - Pay 2/7/2025 - 02/07/2025 PAYROLL: 1/18/2025-1/31/2025	10857.18	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6561	02/21/2025	PYPKT01896	PYPKT01896	PYPKT01896 - 02/21/2025 PAYROLL - Pay 2/21/2025 - 02/21/2025 PAYROLL: 2/1/2025-2/14/2025	11253.26	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6562	03/07/2025	PYPKT01917	PYPKT01917	PYPKT01917 - 03/07/2025 PAYROLL - Pay 3/7/2025 - 03/07/2025 PAYROLL: 2/15/2025-2/28/2025	10899.99	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6563	03/21/2025	PYPKT01931	PYPKT01931	PYPKT01931 - 03/21/2025 PAYROLL - Pay 3/21/2025 - 03/21/2025 PAYROLL: 3/1/2025-3/14/2025	11904.36	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6564	04/04/2025	PYPKT01952	PYPKT01952	PYPKT01952 - 04/04/2025 PAYROLL - Pay 4/4/2025 - 04/04/2025 PAYROLL: 3/15/2025-3/28/2025	11755.03	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6565	04/17/2025	PYPKT01958	PYPKT01958	PYPKT01958 - 04/17/2025 PAYROLL - Pay 4/17/2025 - 04/17/2025 PAYROLL: 3/29/2025-4/11/2025	12395.96	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6566	05/02/2025	PYPKT01973	PYPKT01973	PYPKT01973 - 05/02/2025 PAYROLL - Pay 5/2/2025 - 05/02/2025 PAYROLL: 4/12/2025-4/25/2025	12395.99	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6567	05/16/2025	PYPKT01982	PYPKT01982	PYPKT01982 - 05/16/2025 PAYROLL - Pay 5/16/2025 - 05/16/2025 PAYROLL : 4/26/2025-5/9/2025	12395.98	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6568	05/30/2025	PYPKT01989	PYPKT01989	PYPKT01989 - 05/30/2025 PAYROLL - Pay 5/30/2025 - 05/30/2025 PAYROLL: 5/10/2025-5/23/2025	12474.9	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6569	06/06/2025	PYPKT02002	PYPKT02002	PYPKT02002 - 06/13/2025 PAYROLL - Pay 6/13/2025 - 06/13/2025 PAYROLL: 5/24/2025-6/6/2025	12547.47	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6570	06/27/2025	PYPKT02013	PYPKT02013	PYPKT02013 - 06/27/2025 PAYROLL - Pay 6/27/2025 - 06/27/2025 PAYROLL: 6/7/2025-6/20/2025	13022.72	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6571	07/07/2025	PYPKT02032	PYPKT02032	PYPKT02032 - 07/11/2025 PAYROLL - Pay 7/11/2025 - 07/11/2025 PAYROLL: 6/21/2025-7/4/2025	12707.0	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6572	07/21/2025	PYPKT02040	PYPKT02040	PYPKT02040 - 07/25/2025 PAYROLL - Pay 7/25/2025 - 07/25/2025 PAYROLL: 7/5/2025-7/18/2025	12178.77	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6573	08/04/2025	PYPKT02055	PYPKT02055	PYPKT02055 - 08/08/2025 PAYROLL - Pay 8/8/2025 - 08/08/2025 PAYROLL: 7/19/2025-8/1/2025	11271.23	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6574	08/18/2025	PYPKT02060	PYPKT02060	PYPKT02060 - 08/22/2025 PAYROLL - Pay 8/22/2025 - 08/22/2025 PAYROLL: 8/2/2025-8/15/2025	11271.22	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6575	09/02/2025	PYPKT02068	PYPKT02068	PYPKT02068 - 09/05/2025 PAYROLL - Pay 9/5/2025 - 09/05/2025 PAYROLL: 8/16/2025-8/29/2025	10419.07	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6576	09/15/2025	PYPKT02074	PYPKT02074	PYPKT02074 - 09/19/2025 PAYROLL - Pay 9/19/2025 - 09/19/2025 PAYROLL: 8/30/2025-9/12/2025	9780.98	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6577	09/29/2025	PYPKT02093	PYPKT02093	PYPKT02093 - 10/03/2025 PAYROLL - Pay 10/3/2025 - 10/03/2025 PAYROLL: 9/13/2025-9/26/2025	9780.96	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6578	10/14/2025	PYPKT02108	PYPKT02108	PYPKT02108 - 10/17/2025 PAYROLL - Pay 10/17/2025 - 10/17/2025 PAYROLL: 9/27/2025-10/10/2025	9780.96	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6579	10/27/2025	PYPKT02120	PYPKT02120	PYPKT02120 - 10/31/2025 PAYROLL - Pay 10/31/2025 - 10/31/2025 PAYROLL: 10/11/2025-10/24/2025	9780.98	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6580	11/10/2025	PYPKT02134	PYPKT02134	PYPKT02134 - 11/14/2025 PAYROLL - Pay 11/14/2025 - 11/14/2025 PAYROLL: 10/25/2025-11/7/2025	9780.96	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6581	11/21/2025	PYPKT02146	PYPKT02146	PYPKT02146 - 11/26/2025 PAYROLL - Pay 11/26/2025 - 11/26/2025 PAYROLL: 11/8/2025-11/21/2025	16306.13	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6582	12/08/2025	PYPKT02158	PYPKT02158	PYPKT02158 - 12/12/2025 PAYROLL - Pay 12/12/2025 - 12/12/2025 PAYROLL: 11/22/2025-12/5/2025	9191.58	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6583	12/18/2025	PYPKT02167	PYPKT02167	PYPKT02167 - 12/26/2025 PAYROLL - Pay 12/26/2025 - 12/26/2025 PAYROLL: 12/6/2025-12/19/2025	11026.15	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6584	12/30/2025	PYPKT02175	PYPKT02175	PAYROLL 12/31/2025 DANIEL WILLIAMS - Pay 12/31/2025 - FINAL PAYROLL 12/31/2025 DANIEL PYPKT02175 WILLIAMS:- FINAL 12/31/2025-12/31/2025	837.52	03-71-51100	03	71	51100	FULL TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	FULL TIME SALARY
6585	01/24/2025	PYPKT01870	PYPKT01870	PYPKT01870 - 01/24/2025 PAYROLL - Pay 1/24/2025 - 01/24/2025 PAYROLL: 1/4/2025-1/17/2025	467.5	03-71-51200	03	71	51200	PART-TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	PART-TIME SALARY
6586	04/04/2025	PYPKT01952	PYPKT01952	PYPKT01952 - 04/04/2025 PAYROLL - Pay 4/4/2025 - 04/04/2025 PAYROLL: 3/15/2025-3/28/2025	408.0	03-71-51200	03	71	51200	PART-TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	PART-TIME SALARY
6587	04/17/2025	PYPKT01958	PYPKT01958	PYPKT01958 - 04/17/2025 PAYROLL - Pay 4/17/2025 - 04/17/2025 PAYROLL: 3/29/2025-4/11/2025	272.0	03-71-51200	03	71	51200	PART-TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	PART-TIME SALARY
6588	12/18/2025	PYPKT02167	PYPKT02167	PYPKT02167 - 12/26/2025 PAYROLL - Pay 12/26/2025 - 12/26/2025 PAYROLL: 12/6/2025-12/19/2025	1435.74	03-71-51200	03	71	51200	PART-TIME SALARY	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	PART-TIME SALARY
6589	01/10/2025	PYPKT01855	PYPKT01855	PYPKT01855 - 01/10/2025 PAYROLL - Pay 1/10/2025 - 01/10/2025 PAYROLL: 12/21/2024-1/3/2025	710.46	03-71-51500	03	71	51500	SOC SEC	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	SOC SEC
6590	01/24/2025	PYPKT01870	PYPKT01870	PYPKT01870 - 01/24/2025 PAYROLL - Pay 1/24/2025 - 01/24/2025 PAYROLL: 1/4/2025-1/17/2025	927.79	03-71-51500	03	71	51500	SOC SEC	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	SOC SEC
6591	02/07/2025	PYPKT01887	PYPKT01887	PYPKT01887 - 02/07/2025 PAYROLL - Pay 2/7/2025 - 02/07/2025 PAYROLL: 1/18/2025-1/31/2025	665.64	03-71-51500	03	71	51500	SOC SEC	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	SOC SEC
6592	02/21/2025	PYPKT01896	PYPKT01896	PYPKT01896 - 02/21/2025 PAYROLL - Pay 2/21/2025 - 02/21/2025 PAYROLL: 2/1/2025-2/14/2025	690.2	03-71-51500	03	71	51500	SOC SEC	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	SOC SEC
6593	03/07/2025	PYPKT01917	PYPKT01917	PYPKT01917 - 03/07/2025 PAYROLL - Pay 3/7/2025 - 03/07/2025 PAYROLL: 2/15/2025-2/28/2025	668.3	03-71-51500	03	71	51500	SOC SEC	03 - SPECIAL ROAD AND BRIDGE FUND	Expense	Personnel - Salary	SOC SEC
